thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,time.started,math_problem.started,key_resp.started,textbox0.started,textbox9.started,textbox8.started,textbox7.started,textbox6.started,textbox5.started,textbox4.started,textbox3.started,textbox2.started,textbox1.started,trial.stopped,trials.key_resp.keys,problem,answer,end.started,end.stopped,trials.key_resp.rt,trials.key_resp.duration,ending.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 48
,,,,,,,,,,,,0.0390657000243663,0.0618861000984907,17.76143779978156,space,17.69065399840474,,,,,,,,,,,,,,,,,,,,,,,,,104,1.0,2025-03-07_15h06.29.280,mist,2024.2.4,60.39599215725282,2025-03-07 15h28.54.591500 +0800,
0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,17.895545599982142,,,,,,,,29.61351299956441,29.695545599982143,29.695545599982143,29.695545599982143,29.695545599982143,29.695545599982143,29.695545599982143,29.695545599982143,29.695545599982143,29.695545599982143,29.695545599982143,29.695545599982143,29.695545599982143,29.695545599982143,36.67374410033226,,15 / 6 + 7 / 2 = ?,6.0,36.693485900014636,36.694371699541804,,,,104,1.0,2025-03-07_15h06.29.280,mist,2024.2.4,60.39599215725282,2025-03-07 15h28.54.591500 +0800,
1.0,0.0,1.0,right,5.859706299379468,,1.0,0.0,1.0,0.0,25.012197598814964,,,,,,,,36.722678099945185,36.81219759881496,36.81219759881496,36.81219759881496,36.81219759881496,36.81219759881496,36.81219759881496,36.81219759881496,36.81219759881496,36.81219759881496,36.81219759881496,36.81219759881496,36.81219759881496,36.81219759881496,44.742247798666355,right,(5 + 28) - (22 + 7) = ?,4.0,44.75386659912765,44.75443729870021,5.859706299379468,,,104,1.0,2025-03-07_15h06.29.280,mist,2024.2.4,60.39599215725282,2025-03-07 15h28.54.591500 +0800,
2.0,0.0,2.0,down,3.79431820102036,,2.0,0.0,2.0,0.0,33.048894699662924,,,,,,,,44.766985398903486,44.84889469966292,44.84889469966292,44.84889469966292,44.84889469966292,44.84889469966292,44.84889469966292,44.84889469966292,44.84889469966292,44.84889469966292,44.84889469966292,44.84889469966292,44.84889469966292,44.84889469966292,48.65491069965064,down,15 - 6 - 8 = ?,1.0,48.65522519983351,48.655417499318716,3.79431820102036,,,104,1.0,2025-03-07_15h06.29.280,mist,2024.2.4,60.39599215725282,2025-03-07 15h28.54.591500 +0800,
3.0,0.0,3.0,down,4.702018599957228,,3.0,0.0,3.0,0.0,36.93571239896119,,,,,,,,48.66343790031969,48.7357123989612,48.7357123989612,48.7357123989612,48.7357123989612,48.7357123989612,48.7357123989612,48.7357123989612,48.7357123989612,48.7357123989612,48.7357123989612,48.7357123989612,48.7357123989612,48.7357123989612,55.46276959888637,down,11 + 2 - 9 = ?,4.0,55.48393899872899,55.48498780019581,4.702018599957228,,,104,1.0,2025-03-07_15h06.29.280,mist,2024.2.4,60.39599215725282,2025-03-07 15h28.54.591500 +0800,
4.0,0.0,4.0,down,4.121093899011612,,4.0,0.0,4.0,0.0,43.79586819931865,,,,,,,,55.51110739931464,55.595868199318645,55.595868199318645,55.595868199318645,55.595868199318645,55.595868199318645,55.595868199318645,55.595868199318645,55.595868199318645,55.595868199318645,55.595868199318645,55.595868199318645,55.595868199318645,55.595868199318645,59.73304280005395,down,11 + 3 - 10 = ?,4.0,59.733333000168216,59.73353210017085,4.121093899011612,,,104,1.0,2025-03-07_15h06.29.280,mist,2024.2.4,60.39599215725282,2025-03-07 15h28.54.591500 +0800,
5.0,0.0,5.0,down,2.5436248015612364,,5.0,0.0,5.0,0.0,48.01332029886544,,,,,,,,59.74044379889965,59.813320298865435,59.813320298865435,59.813320298865435,59.813320298865435,59.813320298865435,59.813320298865435,59.813320298865435,59.813320298865435,59.813320298865435,59.813320298865435,59.813320298865435,59.813320298865435,59.813320298865435,62.37899259962141,down,8 - 6 + 1 = ?,3.0,62.37927810028195,62.379451099038135,2.5436248015612364,,,104,1.0,2025-03-07_15h06.29.280,mist,2024.2.4,60.39599215725282,2025-03-07 15h28.54.591500 +0800,
6.0,0.0,6.0,down,5.101193800568581,,6.0,0.0,6.0,0.0,50.66095940023661,,,,,,,,62.38767409995198,62.460959400236604,62.460959400236604,62.460959400236604,62.460959400236604,62.460959400236604,62.460959400236604,62.460959400236604,62.460959400236604,62.460959400236604,62.460959400236604,62.460959400236604,62.460959400236604,62.460959400236604,69.59920519888401,down,(4 + 29) - (21 + 9) = ?,3.0,69.61390359997749,69.61494710035622,5.101193800568581,,,104,1.0,2025-03-07_15h06.29.280,mist,2024.2.4,60.39599215725282,2025-03-07 15h28.54.591500 +0800,
7.0,0.0,7.0,down,4.892779100686312,,7.0,0.0,7.0,0.0,57.9252221994102,,,,,,,,69.64145249985158,69.7252221994102,69.7252221994102,69.7252221994102,69.7252221994102,69.7252221994102,69.7252221994102,69.7252221994102,69.7252221994102,69.7252221994102,69.7252221994102,69.7252221994102,69.7252221994102,69.7252221994102,76.66113109998405,down,20 * 3 - 7 * 8 = ?,4.0,76.6734932988882,76.67453339993953,4.892779100686312,,,104,1.0,2025-03-07_15h06.29.280,mist,2024.2.4,60.39599215725282,2025-03-07 15h28.54.591500 +0800,
8.0,0.0,8.0,right,4.359001200646162,0.0987328998744487,8.0,0.0,8.0,0.0,64.9995299000293,,,,,,,,76.71715759970247,76.7995299000293,76.7995299000293,76.7995299000293,76.7995299000293,76.7995299000293,76.7995299000293,76.7995299000293,76.7995299000293,76.7995299000293,76.7995299000293,76.7995299000293,76.7995299000293,76.7995299000293,83.74095589965582,right,13 / 2 + 10 / 4 = ?,9.0,83.75360509864986,83.75461750030517,4.359001200646162,0.0987328998744487,,104,1.0,2025-03-07_15h06.29.280,mist,2024.2.4,60.39599215725282,2025-03-07 15h28.54.591500 +0800,
9.0,0.0,9.0,right,3.943826500326395,0.1896985005587339,9.0,0.0,9.0,0.0,72.05974080041051,,,,,,,,83.77610469907522,83.8597408004105,83.8597408004105,83.8597408004105,83.8597408004105,83.8597408004105,83.8597408004105,83.8597408004105,83.8597408004105,83.8597408004105,83.8597408004105,83.8597408004105,83.8597408004105,83.8597408004105,90.78698579892516,right,15 / 12 + 14 / 8 = ?,3.0,90.8035573001951,90.80406199879944,3.943826500326395,0.1896985005587339,,104,1.0,2025-03-07_15h06.29.280,mist,2024.2.4,60.39599215725282,2025-03-07 15h28.54.591500 +0800,
10.0,0.0,10.0,down,5.291158000007272,,10.0,0.0,10.0,0.0,79.1013974994421,,,,,,,,90.81788539998233,90.9013974994421,90.9013974994421,90.9013974994421,90.9013974994421,90.9013974994421,90.9013974994421,90.9013974994421,90.9013974994421,90.9013974994421,90.9013974994421,90.9013974994421,90.9013974994421,90.9013974994421,98.23474539928138,down,(9 - 25) + (20 - 2) = ?,2.0,98.25374379865825,98.2547534994781,5.291158000007272,,,104,1.0,2025-03-07_15h06.29.280,mist,2024.2.4,60.39599215725282,2025-03-07 15h28.54.591500 +0800,
11.0,0.0,11.0,down,1.858509000390768,,11.0,0.0,11.0,0.0,86.56582619994879,,,,,,,,98.28129709996283,98.36582619994878,98.36582619994878,98.36582619994878,98.36582619994878,98.36582619994878,98.36582619994878,98.36582619994878,98.36582619994878,98.36582619994878,98.36582619994878,98.36582619994878,98.36582619994878,98.36582619994878,100.24725599884987,down,1 - 5 + 4 = ?,0.0,100.24754979945719,100.24772769883275,1.858509000390768,,,104,1.0,2025-03-07_15h06.29.280,mist,2024.2.4,60.39599215725282,2025-03-07 15h28.54.591500 +0800,
12.0,0.0,12.0,down,3.277241999283433,,12.0,0.0,12.0,0.0,88.52660559862852,,,,,,,,100.25439509861171,100.32660559862852,100.32660559862852,100.32660559862852,100.32660559862852,100.32660559862852,100.32660559862852,100.32660559862852,100.32660559862852,100.32660559862852,100.32660559862852,100.32660559862852,100.32660559862852,100.32660559862852,103.61256379932163,down,16 - 8 = ?,8.0,103.61289389915764,103.61310440041123,3.277241999283433,,,104,1.0,2025-03-07_15h06.29.280,mist,2024.2.4,60.39599215725282,2025-03-07 15h28.54.591500 +0800,
13.0,0.0,13.0,down,1.3225403986871245,,13.0,0.0,13.0,0.0,91.89169379882514,,,,,,,,103.619717599079,103.69169379882514,103.69169379882514,103.69169379882514,103.69169379882514,103.69169379882514,103.69169379882514,103.69169379882514,103.69169379882514,103.69169379882514,103.69169379882514,103.69169379882514,103.69169379882514,103.69169379882514,105.0343361992389,down,28 - 27 = ?,1.0,105.03465349897742,105.03484179936349,1.3225403986871245,,,104,1.0,2025-03-07_15h06.29.280,mist,2024.2.4,60.39599215725282,2025-03-07 15h28.54.591500 +0800,
