thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,time.started,math_problem.started,key_resp.started,textbox0.started,textbox9.started,textbox8.started,textbox7.started,textbox6.started,textbox5.started,textbox4.started,textbox3.started,textbox2.started,textbox1.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,problem,answer,end.started,end.stopped,ending.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 48
,,,,,,,,,,,,0.0345900002866983,0.0570601001381874,15.82235180027783,space,15.75589600019157,,,,,,,,,,,,,,,,,,,,,,,,,94,1.0,2025-03-11_15h12.58.431,mist,2024.2.4,59.93920993005254,2025-03-11 15h19.48.992958 +0800,
0.0,0.0,0.0,right,4.772503899410367,0.0907574016600847,0.0,0.0,0.0,0.0,15.954022901132705,,,,,,,,19.27191789969802,19.354022901132705,19.354022901132705,19.354022901132705,19.354022901132705,19.354022901132705,19.354022901132705,19.354022901132705,19.354022901132705,19.354022901132705,19.354022901132705,19.354022901132705,19.354022901132705,19.354022901132705,26.338034299761055,right,4.772503899410367,0.0907574016600847,10 / 13 + 29 / 13 = ?,3.0,26.354909401014446,26.35584850013256,,94,1.0,2025-03-11_15h12.58.431,mist,2024.2.4,59.93920993005254,2025-03-11 15h19.48.992958 +0800,
1.0,0.0,1.0,,,,1.0,0.0,1.0,0.0,23.05969780124724,,,,,,,,26.383521699905398,26.459697801247238,26.459697801247238,26.459697801247238,28.57206550016999,28.57206550016999,28.57206550016999,28.57206550016999,28.57206550016999,28.57206550016999,28.57206550016999,28.57206550016999,28.57206550016999,28.57206550016999,28.46289399974048,,,,(2 * 16) - (14 + 9) = ?,9.0,28.474468500912188,28.47494050078094,,94,1.0,2025-03-11_15h12.58.431,mist,2024.2.4,59.93920993005254,2025-03-11 15h19.48.992958 +0800,
2.0,0.0,2.0,down,4.772075699642301,,2.0,0.0,2.0,0.0,25.172065500169992,,,,,,,,28.489062901213764,28.57206550016999,28.57206550016999,28.57206550016999,28.57206550016999,28.57206550016999,28.57206550016999,28.57206550016999,28.57206550016999,28.57206550016999,28.57206550016999,28.57206550016999,28.57206550016999,28.57206550016999,33.367665100470184,down,4.772075699642301,,4 - 5 + 4 = ?,3.0,33.3681633003056,33.36836649999022,,94,1.0,2025-03-11_15h12.58.431,mist,2024.2.4,59.93920993005254,2025-03-11 15h19.48.992958 +0800,
3.0,0.0,3.0,down,3.37035490013659,,3.0,0.0,3.0,0.0,30.0478310007602,,,,,,,,33.37523649968207,33.4478310007602,33.4478310007602,33.4478310007602,33.4478310007602,33.4478310007602,33.4478310007602,33.4478310007602,33.4478310007602,33.4478310007602,33.4478310007602,33.4478310007602,33.4478310007602,33.4478310007602,36.83296250142157,down,3.37035490013659,,21 - 6 - 6 = ?,9.0,36.833304499834775,36.83350080028176,,94,1.0,2025-03-11_15h12.58.431,mist,2024.2.4,59.93920993005254,2025-03-11 15h19.48.992958 +0800,
4.0,0.0,4.0,right,5.879934700205922,0.0358792003244161,4.0,0.0,4.0,0.0,33.514947200194,,,,,,,,36.84061490148306,36.914947200194,36.914947200194,36.914947200194,36.914947200194,36.914947200194,36.914947200194,36.914947200194,36.914947200194,36.914947200194,36.914947200194,36.914947200194,36.914947200194,36.914947200194,44.86467580087483,right,5.879934700205922,0.0358792003244161,(6 - 24) + (16 + 9) = ?,7.0,44.8847050011158,44.88574320040643,,94,1.0,2025-03-11_15h12.58.431,mist,2024.2.4,59.93920993005254,2025-03-11 15h19.48.992958 +0800,
5.0,0.0,5.0,down,5.801045900210738,,5.0,0.0,5.0,0.0,41.59314290061593,,,,,,,,44.90948240049184,44.99314290061593,44.99314290061593,44.99314290061593,44.99314290061593,44.99314290061593,44.99314290061593,44.99314290061593,44.99314290061593,44.99314290061593,44.99314290061593,44.99314290061593,44.99314290061593,44.99314290061593,52.82804080061615,down,5.801045900210738,,(2 * 17) - (17 + 10) = ?,7.0,52.84488709978759,52.8457687009126,,94,1.0,2025-03-11_15h12.58.431,mist,2024.2.4,59.93920993005254,2025-03-11 15h19.48.992958 +0800,
6.0,0.0,6.0,down,4.5674977991729975,,6.0,0.0,6.0,0.0,49.56601660139859,,,,,,,,52.87622049972415,52.966016601398586,52.966016601398586,52.966016601398586,52.966016601398586,52.966016601398586,52.966016601398586,52.966016601398586,52.966016601398586,52.966016601398586,52.966016601398586,52.966016601398586,52.966016601398586,52.966016601398586,57.55629130043089,down,4.5674977991729975,,(9 - 13) + (18 - 5) = ?,9.0,57.556620800495146,57.55680420026183,,94,1.0,2025-03-11_15h12.58.431,mist,2024.2.4,59.93920993005254,2025-03-11 15h19.48.992958 +0800,
7.0,0.0,7.0,right,4.868391999974847,,7.0,0.0,7.0,0.0,54.23833050020039,,,,,,,,57.56447620093823,57.63833050020039,57.63833050020039,57.63833050020039,57.63833050020039,57.63833050020039,57.63833050020039,57.63833050020039,57.63833050020039,57.63833050020039,57.63833050020039,57.63833050020039,57.63833050020039,57.63833050020039,64.58833690136672,right,4.868391999974847,,4 / 20 + 8 / 10 = ?,1.0,64.60470719970763,64.60558420009912,,94,1.0,2025-03-11_15h12.58.431,mist,2024.2.4,59.93920993005254,2025-03-11 15h19.48.992958 +0800,
8.0,0.0,8.0,,,,8.0,0.0,8.0,0.0,61.37670930102468,,,,,,,,64.62506760060788,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.69379419982434,,,,25 / 29 - 25 / 29 = ?,0.0,64.69412049986423,64.6943083010614,,94,1.0,2025-03-11_15h12.58.431,mist,2024.2.4,59.93920993005254,2025-03-11 15h19.48.992958 +0800,
9.0,0.0,9.0,right,3.848258199170232,0.1226688995957374,9.0,0.0,9.0,0.0,61.37670930102468,,,,,,,,64.70222479999066,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,64.77670930102468,71.71982959993184,right,3.848258199170232,0.1226688995957374,14 / 14 + 15 / 3 = ?,6.0,71.73523200079799,71.73612759970129,,94,1.0,2025-03-11_15h12.58.431,mist,2024.2.4,59.93920993005254,2025-03-11 15h19.48.992958 +0800,
