thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,time.started,math_problem.started,key_resp.started,textbox0.started,textbox9.started,textbox8.started,textbox7.started,textbox6.started,textbox5.started,textbox4.started,textbox3.started,textbox2.started,textbox1.started,trial.stopped,trials.key_resp.keys,problem,answer,end.started,end.stopped,trials.key_resp.rt,trials.key_resp.duration,ending.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 48
,,,,,,,,,,,,0.0344636000227183,0.053534300008323,20.938762100005988,space,20.88098140002694,,,,,,,,,,,,,,,,,,,,,,,,,24,1.0,2024-11-21_16h04.00.479,mist,2024.2.4,60.05475793275062,2024-11-21 16h04.05.465033 +0800,
0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,21.07042280002497,,,,,,,,28.888394000043625,28.97042280002497,28.97042280002497,28.97042280002497,28.97042280002497,28.97042280002497,28.97042280002497,28.97042280002497,28.97042280002497,28.97042280002497,28.97042280002497,28.97042280002497,28.97042280002497,28.97042280002497,35.96237610004609,,20 / 8 + 11 / 22 = ?,3.0,35.97629830000224,35.97724760001292,,,,24,1.0,2024-11-21_16h04.00.479,mist,2024.2.4,60.05475793275062,2024-11-21 16h04.05.465033 +0800,
1.0,0.0,1.0,down,3.8013049999717614,,1.0,0.0,1.0,0.0,28.201157200033776,,,,,,,,36.01037270002998,36.101157200033775,36.101157200033775,36.101157200033775,36.101157200033775,36.101157200033775,36.101157200033775,36.101157200033775,36.101157200033775,36.101157200033775,36.101157200033775,36.101157200033775,36.101157200033775,36.101157200033775,39.919596700032706,down,(1 * 22) - (11 * 2) = ?,0.0,39.919887200032825,39.9200619000243,3.8013049999717614,,,24,1.0,2024-11-21_16h04.00.479,mist,2024.2.4,60.05475793275062,2024-11-21 16h04.05.465033 +0800,
2.0,0.0,2.0,,,,2.0,0.0,2.0,0.0,32.10284960002173,,,,,,,,39.93013040003134,40.002849600021726,40.002849600021726,40.002849600021726,40.002849600021726,40.002849600021726,40.002849600021726,40.002849600021726,40.002849600021726,40.002849600021726,40.002849600021726,40.002849600021726,40.002849600021726,40.002849600021726,46.9514643000206,,2 / 3 - 4 / 6 = ?,0.0,46.966230399999766,46.966908900043926,,,,24,1.0,2024-11-21_16h04.00.479,mist,2024.2.4,60.05475793275062,2024-11-21 16h04.05.465033 +0800,
3.0,0.0,3.0,,,,3.0,0.0,3.0,0.0,39.154582699993625,,,,,,,,46.99041730000172,47.054582699993624,47.054582699993624,47.054582699993624,49.178570600028614,49.178570600028614,49.178570600028614,49.178570600028614,49.178570600028614,49.178570600028614,49.178570600028614,49.178570600028614,49.178570600028614,49.178570600028614,49.05788110002177,,10 / 4 + 25 / 10 = ?,5.0,49.076448600017464,49.07712750000646,,,,24,1.0,2024-11-21_16h04.00.479,mist,2024.2.4,60.05475793275062,2024-11-21 16h04.05.465033 +0800,
4.0,0.0,4.0,down,3.157196499989368,,4.0,0.0,4.0,0.0,41.278570600028615,,,,,,,,49.0947723000194,49.178570600028614,49.178570600028614,49.178570600028614,49.178570600028614,49.178570600028614,49.178570600028614,49.178570600028614,49.178570600028614,49.178570600028614,49.178570600028614,49.178570600028614,49.178570600028614,49.178570600028614,52.356804800021926,down,11 * 12 - 12 * 11 = ?,0.0,52.35710440003313,52.35728660002351,3.157196499989368,,,24,1.0,2024-11-21_16h04.00.479,mist,2024.2.4,60.05475793275062,2024-11-21 16h04.05.465033 +0800,
5.0,0.0,5.0,down,2.4190347000258043,,5.0,0.0,5.0,0.0,44.53596370003652,,,,,,,,52.365283500030635,52.43596370003652,52.43596370003652,52.43596370003652,52.43596370003652,52.43596370003652,52.43596370003652,52.43596370003652,52.43596370003652,52.43596370003652,52.43596370003652,52.43596370003652,52.43596370003652,52.43596370003652,54.872467900021,down,14 / 22 - 14 / 22 = ?,0.0,54.87276720002992,54.87295150003629,2.4190347000258043,,,24,1.0,2024-11-21_16h04.00.479,mist,2024.2.4,60.05475793275062,2024-11-21 16h04.05.465033 +0800,
6.0,0.0,6.0,down,2.8208649999578483,,6.0,0.0,6.0,0.0,47.05342450004537,,,,,,,,54.88092830000678,54.953424500045365,54.953424500045365,54.953424500045365,54.953424500045365,54.953424500045365,54.953424500045365,54.953424500045365,54.953424500045365,54.953424500045365,54.953424500045365,54.953424500045365,54.953424500045365,54.953424500045365,59.80615280001657,down,12 / 24 - 23 / 2 + 14 = ?,3.0,59.82608070001006,59.82708059999859,2.8208649999578483,,,24,1.0,2024-11-21_16h04.00.479,mist,2024.2.4,60.05475793275062,2024-11-21 16h04.05.465033 +0800,
7.0,0.0,7.0,right,3.7065759000252,0.1446129999822005,7.0,0.0,7.0,0.0,52.04478500003461,,,,,,,,59.85736270002089,59.94478500003461,59.94478500003461,59.94478500003461,59.94478500003461,59.94478500003461,59.94478500003461,59.94478500003461,59.94478500003461,59.94478500003461,59.94478500003461,59.94478500003461,59.94478500003461,59.94478500003461,65.87046730003786,right,13 / 13 + 11 / 11 + 6 = ?,8.0,65.88615690000589,65.88697870003526,3.7065759000252,0.1446129999822005,,24,1.0,2024-11-21_16h04.00.479,mist,2024.2.4,60.05475793275062,2024-11-21 16h04.05.465033 +0800,
8.0,0.0,8.0,down,2.889739100006409,,8.0,0.0,8.0,0.0,58.09028380003292,,,,,,,,65.91412760000676,65.99028380003293,65.99028380003293,65.99028380003293,65.99028380003293,65.99028380003293,65.99028380003293,65.99028380003293,65.99028380003293,65.99028380003293,65.99028380003293,65.99028380003293,65.99028380003293,65.99028380003293,70.91671749999514,down,15 / 2 + 3 / 2 - 9 = ?,0.0,70.93610399999889,70.93703960002168,2.889739100006409,,,24,1.0,2024-11-21_16h04.00.479,mist,2024.2.4,60.05475793275062,2024-11-21 16h04.05.465033 +0800,
